16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|16,18|
16,18|14,18|17,18|15,18|17,18|15,18|17,18|15,18|17,18|15,18|17,18|15,18|17,18|16,18|14,18|16,18|14,18|16,18|14,18|16,18|14,18|16,18|14,18|16,18|15,18|17,18|15,18|17,18|15,18|17,18|15,18|17,18|15,18|17,18|15,18|14,18|16,18|14,18|16,18|14,18|16,18|14,18|16,18|14,18|16,18|14,18|17,18|15,18|17,18|15,18|
16,18|17,18|17,18|17,18|17,18|17,18|17,18|14,18|14,18|14,18|14,18|14,18|15,18|15,18|15,18|15,18|15,18|15,18|16,18|16,18|16,18|16,18|16,18|17,18|17,18|17,18|17,18|17,18|17,18|14,18|14,18|14,18|14,18|14,18|15,18|15,18|15,18|15,18|15,18|15,18|16,18|16,18|16,18|16,18|16,18|16,18|17,18|17,18|17,18|17,18|
16,18|15,18|17,18|15,18|17,18|16,18|14,18|16,18|15,18|17,18|15,18|17,18|16,18|14,18|16,18|14,18|17,18|15,18|17,18|16,18|14,18|16,18|14,18|17,18|15,18|17,18|15,18|14,18|16,18|14,18|16,18|15,18|17,18|15,18|14,18|16,18|14,18|16,18|15,18|17,18|15,18|17,18|16,18|14,18|16,18|15,18|17,18|15,18|17,18|16,18|
16,18|17,18|17,18|17,18|14,18|14,18|15,18|15,18|15,18|16,18|16,18|16,18|17,18|17,18|17,18|14,18|14,18|15,18|15,18|15,18|16,18|16,18|16,18|17,18|17,18|17,18|14,18|14,18|14,18|15,18|15,18|16,18|16,18|16,18|17,18|17,18|17,18|14,18|14,18|14,18|15,18|15,18|15,18|16,18|16,18|17,18|17,18|17,18|14,18|14,18|
16,18|15,18|17,18|16,18|14,18|17,18|15,18|14,18|16,18|14,18|17,18|15,18|14,18|16,18|15,18|17,18|16,18|14,18|16,18|15,18|17,18|16,18|14,18|17,18|15,18|14,18|16,18|15,18|17,18|15,18|14,18|16,18|15,18|17,18|16,18|14,18|17,18|15,18|17,18|16,18|14,18|17,18|15,18|14,18|16,18|15,18|17,18|15,18|14,18|16,18|
16,18|17,18|17,18|14,18|15,18|15,18|16,18|16,18|0,1|8,1|8,1|8,1|8,1|8,1|8,1|8,1|8,1|6,1|14,18|15,18|18,0|8,1|8,1|8,1|8,1|8,1|8,1|8,1|8,1|8,1|7,1|17,18|14,18|14,18|15,18|15,18|16,18|16,18|17,18|17,18|14,18|14,18|15,18|16,18|16,18|17,18|17,18|14,18|14,18|15,18|
16,18|15,18|14,18|16,18|15,18|14,18|16,18|15,18|2,1|16,18|15,18|17,18|16,18|15,18|17,18|16,18|14,18|17,18|16,18|14,18|17,18|16,18|14,18|17,18|15,18|14,18|17,18|15,18|14,18|17,18|3,1|14,18|16,18|15,18|14,18|16,18|15,18|14,18|16,18|15,18|14,18|16,18|15,18|17,18|16,18|15,18|17,18|16,18|15,18|17,18|
16,18|17,18|14,18|15,18|15,18|16,18|17,18|17,18|2,1|15,18|16,18|16,18|17,18|14,18|14,18|15,18|16,18|17,18|17,18|14,18|15,18|15,18|16,18|17,18|14,18|14,18|15,18|16,18|16,18|17,18|3,1|15,18|15,18|16,18|17,18|14,18|14,18|15,18|16,18|16,18|17,18|14,18|15,18|15,18|16,18|17,18|17,18|14,18|15,18|16,18|
16,18|15,18|14,18|17,18|16,18|14,18|17,18|16,18|2,1|14,18|16,18|0,1|8,1|8,1|8,1|8,1|8,1|6,1|15,18|14,18|18,0|8,1|8,1|8,1|8,1|8,1|8,1|7,1|15,18|14,18|3,1|15,18|14,18|17,18|16,18|15,18|17,18|16,18|15,18|14,18|17,18|16,18|14,18|17,18|16,18|15,18|14,18|16,18|15,18|14,18|
16,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|2,1|16,18|17,18|3,1|15,18|16,18|17,18|14,18|15,18|16,18|17,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|16,18|3,1|14,18|14,18|3,1|16,18|17,18|14,18|15,18|16,18|17,18|14,18|14,18|15,18|16,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|15,18|16,18|
16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|2,1|15,18|14,18|3,1|16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|16,18|15,18|14,18|3,1|16,18|15,18|3,1|17,18|16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|16,18|15,18|14,18|17,18|16,18|15,18|
16,18|17,18|15,18|16,18|17,18|14,18|15,18|16,18|2,1|14,18|15,18|3,1|17,18|14,18|15,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|16,18|3,1|15,18|16,18|3,1|14,18|15,18|16,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|17,18|14,18|15,18|16,18|17,18|14,18|15,18|16,18|17,18|
