3
2,6|2,6|2,6|2,6|2,6|2,6|12,18|7,18|8,18|11,18|0,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|7,1|
8,5|8,5|8,5|8,5|8,5|2,6|11,18|9,18|10,18|11,18|3,1|7,18|10,18|8,18|10,18|10,18|12,18|12,18|10,18|11,18|11,18|12,18|11,18|10,18|12,18|11,18|16,0|7,6|16,0|9,18|10,18|12,18|7,18|12,18|7,18|7,18|7,18|9,18|11,18|9,18|7,18|8,18|8,18|11,18|10,18|8,18|9,18|9,18|12,18|11,18|9,18|10,18|12,18|12,18|12,18|7,18|8,18|12,18|12,18|10,18|11,18|16,0|8,17|8,17|8,17|8,17|8,17|16,0|7,18|7,18|7,18|7,18|16,0|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|16,0|11,18|10,18|8,18|11,18|16,0|8,10|8,10|8,10|8,10|8,10|8,10|8,10|16,0|7,18|9,18|7,18|12,18|16,0|7,18|8,18|11,18|10,18|8,18|11,18|12,18|10,18|8,18|10,18|7,18|11,18|8,18|8,18|7,18|7,18|8,18|9,18|8,18|7,18|8,18|11,18|11,18|9,18|11,18|8,18|9,18|11,18|7,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|9,18|12,18|8,18|12,18|3,1|10,18|10,18|7,18|7,18|11,18|12,18|12,18|8,18|10,18|11,18|10,18|7,18|7,18|11,18|7,18|17,0|8,6|17,0|7,18|9,18|12,18|8,18|8,18|9,18|10,18|8,18|9,18|11,18|11,18|11,18|9,18|0,19|10,18|8,18|8,18|11,18|10,18|9,18|10,18|7,18|11,18|11,18|9,18|9,18|10,18|8,18|8,18|10,18|8,18|10,18|17,0|8,17|8,17|8,17|8,17|8,17|17,0|11,18|12,18|10,18|10,18|17,0|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|17,0|12,18|10,18|9,18|7,18|17,0|8,10|8,10|8,10|8,10|8,10|8,10|8,10|17,0|10,18|10,18|9,18|9,18|17,0|9,18|7,18|9,18|8,18|7,18|7,18|11,18|9,18|8,18|7,18|10,18|12,18|12,18|7,18|8,18|10,18|8,18|7,18|7,18|11,18|8,18|9,18|11,18|10,18|7,18|9,18|7,18|12,18|8,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|8,18|8,18|9,18|10,18|3,1|9,18|7,18|11,18|11,18|8,18|12,18|7,18|9,18|11,18|8,18|11,18|12,18|9,18|12,18|11,18|3,1|8,6|3,1|12,18|8,18|10,18|10,18|11,18|12,18|11,18|11,18|8,18|7,18|11,18|7,18|11,18|9,18|12,18|7,18|11,18|12,18|9,18|9,18|8,18|11,18|9,18|10,18|11,18|8,18|8,18|8,18|9,18|11,18|10,18|9,18|3,1|8,17|8,17|15,17|16,17|8,17|3,1|7,18|11,18|12,18|8,18|3,1|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|3,1|11,18|11,18|12,18|8,18|3,1|8,10|8,10|8,10|8,10|8,10|8,10|8,10|3,1|12,18|8,18|10,18|10,18|3,1|10,18|11,18|10,18|9,18|12,18|11,18|9,18|9,18|11,18|8,18|11,18|10,18|10,18|12,18|11,18|10,18|9,18|9,18|8,18|10,18|10,18|12,18|9,18|9,18|12,18|7,18|10,18|10,18|12,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|10,18|11,18|10,18|12,18|3,1|9,18|7,18|12,18|12,18|0,1|9,1|9,1|9,1|7,3|9,1|9,1|6,1|11,18|9,18|12,18|3,1|8,6|3,1|11,18|9,18|12,18|9,18|0,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|9,1|7,1|8,18|8,18|11,18|9,18|12,18|3,1|8,17|8,17|8,17|8,17|8,17|3,1|11,18|7,18|7,18|12,18|3,1|9,17|13,17|9,17|9,17|9,17|15,17|9,17|9,17|3,1|8,18|10,18|8,18|11,18|3,1|8,10|3,18|8,10|8,10|0,18|4,18|8,10|3,1|12,18|10,18|8,18|12,18|3,1|7,18|12,18|8,18|8,18|9,18|11,18|10,18|9,18|7,18|9,18|0,1|9,1|9,1|9,1|7,3|9,1|7,1|8,18|9,18|0,1|9,1|7,3|7,3|9,1|9,1|7,1|8,18|7,18|9,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|11,18|7,18|12,18|11,18|3,1|12,18|11,18|11,18|7,18|3,1|7,18|8,18|9,18|7,18|10,18|9,18|11,18|11,18|11,18|8,18|3,1|8,6|3,1|10,18|8,18|11,18|11,18|3,1|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|7,6|3,1|7,18|7,18|10,18|9,18|10,18|3,1|8,17|8,17|8,17|2,18|8,17|3,1|9,18|8,18|11,18|9,18|3,1|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|3,1|9,18|7,18|11,18|12,18|3,1|8,10|8,10|8,10|3,18|8,10|8,10|8,10|3,1|8,18|8,18|12,18|12,18|3,1|10,18|9,18|7,18|10,18|12,18|8,18|11,18|10,18|11,18|11,18|3,1|10,18|11,18|8,18|11,18|10,18|3,1|9,18|10,18|3,1|12,18|11,18|10,18|11,18|9,18|3,1|8,18|9,18|10,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|7,18|8,18|7,18|7,18|3,1|11,18|11,18|10,18|12,18|3,1|11,18|9,18|8,18|10,18|9,18|10,18|12,18|9,18|11,18|7,18|3,1|8,6|3,1|7,18|8,18|10,18|10,18|3,1|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|3,1|11,18|9,18|7,18|11,18|12,18|3,1|8,17|8,17|8,17|8,17|8,17|3,1|10,18|10,18|7,18|7,18|3,1|9,17|9,17|9,17|16,17|9,17|9,17|13,17|9,17|3,1|10,18|11,18|10,18|12,18|3,1|8,10|8,10|8,10|8,10|8,10|8,10|8,10|3,1|7,18|11,18|8,18|8,18|3,1|12,18|8,18|11,18|8,18|7,18|11,18|11,18|11,18|10,18|7,18|3,1|8,18|11,18|7,18|9,18|9,18|3,1|11,18|12,18|3,1|8,18|9,18|11,18|7,18|9,18|3,1|11,18|9,18|8,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|8,18|8,18|9,18|9,18|3,1|9,18|10,18|8,18|11,18|3,1|10,18|8,18|7,18|9,18|12,18|12,18|7,18|7,18|9,18|12,18|3,1|8,6|3,1|10,18|11,18|9,18|7,18|3,1|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|3,1|7,18|7,18|7,18|8,18|10,18|3,1|8,17|11,17|8,17|8,17|8,17|3,1|7,18|11,18|11,18|12,18|3,1|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|3,1|10,18|9,18|8,18|11,18|3,1|8,10|8,10|8,10|6,18|8,10|8,10|8,10|3,1|7,18|10,18|9,18|7,18|3,1|7,18|12,18|10,18|9,18|11,18|7,18|8,18|11,18|10,18|7,18|3,1|8,18|9,18|12,18|9,18|12,18|3,1|10,18|9,18|3,1|8,18|7,18|9,18|8,18|9,18|3,1|8,18|10,18|12,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|8,18|8,18|12,18|8,18|3,1|9,18|7,18|8,18|11,18|3,1|11,18|11,18|10,18|0,1|9,1|9,1|9,1|9,1|9,1|9,1|11,1|8,6|3,1|11,18|12,18|7,18|8,18|3,1|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|3,1|7,18|9,18|8,18|7,18|7,18|3,1|8,17|8,17|8,17|8,17|8,17|3,1|8,18|10,18|8,18|8,18|3,1|9,17|9,17|9,17|9,17|9,17|9,17|9,17|9,17|3,1|12,18|10,18|10,18|12,18|3,1|8,10|8,10|8,10|8,10|8,10|8,10|8,10|3,1|10,18|9,18|12,18|8,18|3,1|10,18|8,18|12,18|12,18|11,18|12,18|12,18|7,18|9,18|10,18|1,1|12,18|7,18|9,18|11,18|9,18|1,1|12,18|12,18|1,1|10,18|12,18|12,18|8,18|9,18|1,1|8,18|9,18|9,18|2,1|
8,5|8,5|8,5|8,5|8,5|2,6|10,18|10,18|10,18|7,18|3,1|7,18|7,18|11,18|12,18|3,1|11,18|12,18|11,18|3,1|9,5|11,5|11,5|12,5|9,5|11,5|12,5|8,6|3,1|7,18|9,18|7,18|12,18|3,1|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|8,6|3,1|7,18|8,18|12,18|7,18|10,18|4,1|9,1|7,3|9,1|9,1|9,1|11,1|12,18|10,18|8,18|12,18|4,1|9,1|9,1|7,3|9,1|9,1|9,1|9,1|9,1|11,1|9,18|8,18|11,18|11,18|4,1|9,1|9,1|7,3|9,1|9,1|9,1|9,1|11,1|11,18|8,18|12,18|11,18|4,1|9,1|9,1|9,1|9,1|9,1|9,1|7,1|12,18|11,18|7,18|10,18|9,18|8,18|9,18|8,18|8,18|12,18|9,18|9,18|8,18|9,18|10,18|10,18|8,18|12,18|12,18|8,18|0,19|10,18|2,1|
